sim_01,sim_02,sim_03,sim_04,sim_05,sim_06,sim_07,sim_08,sim_09,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20
-1.53252377010722,3.1727455801143,-3.63537047341884,0.621217752194202,-1.17133410382533,4.53782101616656,-1.63089490573006,-2.53890707593774,-1.41439036073554,-0.444518219023806,36.8436020875402,-4.0973695001583,-1.66523747869532,0.770051253375998,-5.4285427713831,1.34944945943011,-4.598977389962,-2.39189910014554,-2.29943865333841,-0.0539483975796815
-0.974862074236542,-1.27951578262237,0.69215284786694,-3.57382592894822,-0.13171107995428,-89.0785077586784,-1.60896597296305,6.14129192283853,2.25039581686943,5.94992718325203,-1.89954717108352,-1.79145896208943,-1.210090653328,-0.147008041688818,-1.78823936861291,2.80726049319161,-6.8765024767545,4.50321183478141,-1.01309436997467,19.2826262639933
-0.481565835409116,-6.03772082690895,-1.94545884725845,-0.692918124479044,0.811424802269971,0.415328619330618,1.1270480931143,2.39571983717407,-5.17544739774083,8.85286295530777,0.989702423554721,-2.29365915768335,-0.059232242345405,-45.2279018520962,-1.33821570856314,-2.28197562697209,0.0339537604474196,25.2008712639435,-4.45642140442709,0.983367898257162
-1.92165452008572,0.196499555462511,0.758670121198879,8.40639087313009,-0.307582548104134,-1.9222310185982,1.29584280381163,-4.08936464018768,1.25101909492484,0.0461338532889666,1.64984162184723,-0.632297773739782,0.133342694229371,0.162304322168319,1.18301359964675,-16.2640968528097,-0.402602303142848,-2.26754074811007,0.349274929647579,7.27767345688146
0.601295158993552,5.15304632373994,0.338291488617755,0.521043510689862,-0.645725617735831,-1.70684836778903,1.70304331758909,2.98580077843805,-0.753270145443451,-1.02821896885466,29.7917185897311,0.939246077933265,-6.67300848920208,-1.11790368137628,-0.743176742962033,2.86661165860707,8.2358930226904,-0.874281698580499,-56.294150031425,0.982384079903913
-29.8195234229738,-1.74140127551795,-0.140553994072279,7.93241528420433,2.25344470403231,-0.0815078313137154,0.42844975680931,-19.6883812509648,-0.906418099053693,-16.347585041728,-0.468072108691853,0.0587179218733605,-0.284313448252445,1.21489515700212,0.780153138755902,0.762887071169452,-1.26317895541549,2.080713500572,5.58492505992549,5.81277676481396
8.01869551234164,-3.60975454994223,-0.960779257496274,-26.7258116424223,-0.977217641451209,0.226692673742192,5.88735578654934,-48.037828743151,-2.27667674308372,-4.16034131204782,7.4981919197629,-0.606457945969813,-0.798997360116982,-0.972628398007542,0.200555533180456,3.19578826662605,-3.42713222968037,3.38799854414049,-2.46424908098228,-7.86759323281588
-61.0474539581712,-1.21530458907677,-2.90145589604341,-1.5812995985535,-0.852122801014177,0.780381816919379,-2.13598967760664,-1.94600888743278,-2.51186408964075,-1.15426402146407,-1.53386900604843,-0.939310377774523,-2.23812929260139,-2.22152762809207,-4.62841062768198,9.32010576966881,-3.05150090129806,-0.198742340904068,-9.47514583008869,6.8529656570872
-0.87922273319977,1.85030319831143,-1.0655674524641,-1.77984421063919,2.94293828674393,4.21087636017501,12.3362524551573,9.11949570333806,-4.24788097910455,-17.1076872454362,2.20675729714626,0.193346539169261,-10.066786561588,-0.0667775987867918,-5.94847951929982,3.46530033205733,-2.41690755154679,1.77642874352894,-0.41276499577398,-2.64276596531575
-1.85923543720843,-2.12784715167362,1.19606697274251,-4.12118846717563,-3.79531850229488,1.42518641975096,-2.41737499907521,-0.658708808469846,2.26052249828785,0.653065957333975,-7.16637494004605,-1.63896961095581,0.891958292872765,-2.89949082957136,-1.20886467303794,4.331715043174,-1.90146880207702,2.53041498059369,7.51785935513194,-1.64193115493696
